text,intent
could you find my interest rate for me,interest_rate
what interest rate am i getting from onewest bank,interest_rate
what interest rate am i getting from citigroup,interest_rate
what interest rate am i getting from chase,interest_rate
will you tell me the interest rate,interest_rate
can you tell me the interest rate,interest_rate
will you tell me my interest rate,interest_rate
would you tell me the interest rate,interest_rate
how much is the interest rate for the account i have at bluebird,interest_rate
how do i know what interest rate chase has,interest_rate
let me know my ally interest rate,interest_rate
on my chase bank account what is the interest rate,interest_rate
i need to know my b of a interest rate,interest_rate
can you tell me my interest rate,interest_rate
find my interest rate,interest_rate
what is my interest rate,interest_rate
help me determine my interest rate,interest_rate
what is the interest rate on my charles schwab checking account,interest_rate
what is the interest rate on my chase slate credit card,interest_rate
what is the interest rate on my barclay card arrival credit card,interest_rate
what is the interest rate on my capital one credit card,interest_rate
what is the interest rate on my bank of america credit card,interest_rate
i need to know the interest rate that applies to my personal loan,interest_rate
please tell me my current interest rate for my home equity line of credit,interest_rate
what is the interest rate on my money market account,interest_rate
can you please tell me the interest rate for cash advances on my visa,interest_rate
can you see if i can get a higher limit on my discovery card,credit_limit_change
can my credit limit on my discovery card go up,credit_limit_change
may i have a higher limit on my mastercard,credit_limit_change
can i get a higher credit limit on my amex card,credit_limit_change
is there a way to get a larger limit on my bank of america card,credit_limit_change
what's the possibility of getting a credit limit increase on my visa,credit_limit_change
is it possible to increase my credit limit to 1000 dollars,credit_limit_change
is it possible to have a higher limit on my visa,credit_limit_change
can i get a higher limit on my american express card,credit_limit_change
i'd like to increase my credit spending limit to 500 dollars,credit_limit_change
am i allowed to increase the credit limit on my mastercard,credit_limit_change
is it possible to get a credit limit increase to 3000,credit_limit_change
i'd like to increase my credit limit up to four thousand,credit_limit_change
can i increase my credit limit from 1000 to 2000 please,credit_limit_change
is it possible to increase the limit on my visa,credit_limit_change
should i increase my credit limitfor cardx,credit_limit_change
can i have my credit limit changed,credit_limit_change
credit limit change,credit_limit_change
please change credit,credit_limit_change
please change the credit limit,credit_limit_change
i want my credit limit changed,credit_limit_change
can i get a credit increase for my visa,credit_limit_change
can i get a higher limit on my visa card,credit_limit_change
can my limit be increased for my visa,credit_limit_change
can you increase how much i can spend on my visa,credit_limit_change
will you allow more spending on my visa,credit_limit_change
is it possible to increase my visa card limit,credit_limit_change
is the limit on my visa card able to be increased,credit_limit_change
is there a way to increase the limit on my visa card,credit_limit_change
am i able to increase the limit on my visa card,credit_limit_change
how do i increase the limit on my visa card,credit_limit_change
can you increase my credit limit,credit_limit_change
can you change my credit limit,credit_limit_change
can you change the limit on my credit please,credit_limit_change
i need to increase my credit limit,credit_limit_change
"change my credit limit, please",credit_limit_change
help me change my credit limit,credit_limit_change
what do i do to change my credit limit,credit_limit_change
get my credit limit changed,credit_limit_change
i want to change my credit limit,credit_limit_change
please help me increase my mastercard credit card limit,credit_limit_change
"i need to increase my credit limit for my visa credit card, can you assist me",credit_limit_change
"i would like to increase my bank of america credit limit, can you help me",credit_limit_change
is there a way to increase the credit limit on my american express card,credit_limit_change
how can i increase my aa credit card limit,credit_limit_change
would it be possible to increase my chase card's limit,credit_limit_change
how do i raise the limit on my visa card,credit_limit_change
how would i raise my credit spending by 250 dollars,credit_limit_change
can i raise the limit to 500 dollars,credit_limit_change
can i get a credit limit raise on my credit card,credit_limit_change
how would i raise my credit spending by 2500 dollars,credit_limit_change
would i be able to increase my available credit by 600 dollars,credit_limit_change
i need a credit raise by 1000 dollars,credit_limit_change
is there a way to raise my mastercard credit,credit_limit_change
how would i go about raising my gold card limit,credit_limit_change
"please increase my credit limit to $9,000",credit_limit_change
how do i request a credit limit increase on my visa,credit_limit_change
"is it possible to get a new credit limit of $10,000",credit_limit_change
is it possible to increase the credit limit on my mastercard,credit_limit_change
"can you increase my credit limit to $7,500",credit_limit_change
"can i raise my credit limit to $12,000",credit_limit_change
tell me if i can get a higher limit on my visa,credit_limit_change
"can i get my credit limit increased to $15,000",credit_limit_change
how do increase the credit limit on my visa card,credit_limit_change
can i get a higher credit limit on my american express,credit_limit_change
can i increase the credit limit for my usaa card,credit_limit_change
can i increase the credit limit on my kohls card,credit_limit_change
can i increase the credit limit for my navy federal card,credit_limit_change
can i increase my credit limit to 500 dollars,credit_limit_change
can i increase the credit limit on my target card,credit_limit_change
can i increase the credit limit for my bank of the west card,credit_limit_change
can i increase my credit limit to 700 dollars,credit_limit_change
can i increase the credit limit on my maurices card,credit_limit_change
can i increase the credit limit on my old navy card,credit_limit_change
can i increase my credit limit to 800 dollars,credit_limit_change
can i increase my credit limit to 1200 dollars,credit_limit_change
can i increase the credit limit for my chase card,credit_limit_change
can i increase the credit limit for my bank of america card,credit_limit_change
can i increase my credit limit to 1100 dollars,credit_limit_change
can i increase the credit limit on my walmart card,credit_limit_change
can you increase my credit limit to one thousand dollars,credit_limit_change
can my credit limit be increased to one thousand dollars,credit_limit_change
tell me if my credit limit can be increased to one thousand dollars,credit_limit_change
please see if you can increase my credit limit to one thousand dollars,credit_limit_change
"i want to increase my credit limit to $1000, if possible",credit_limit_change
can i increase thencrdeit limit for my chase visa card,credit_limit_change
can i increase the credit limit for my american express card,credit_limit_change
can i increase the credit limit for my western union credit card,credit_limit_change
can i increase the credit limit for my wells fargo credit card,credit_limit_change
can i increase the credit limit for my visa platinum card,credit_limit_change
is it possible to increase the credit limit for my discover card,credit_limit_change
is it possible to raise the credit limit for my discover card,credit_limit_change
can i raise the credit limit for my discover card,credit_limit_change
will they let me up my credit limit to $1000,credit_limit_change
will i be able to increase my credit limit to $1000,credit_limit_change
can i up my credit limit to $1000,credit_limit_change
am i allowed to increase my credit limit to $1000,credit_limit_change
is it possible to increase my credit limit to $1000,credit_limit_change
can i get more money on my discover card,credit_limit_change
help increasing credit on discover card,credit_limit_change
would you let me know what is on my shopping list,shopping_list
list out what is on my shopping list,shopping_list
i need for you to tell me what is on my shopping list,shopping_list
do you want me to shop for peanut butter,shopping_list
do you want peanut butter for your lunches this week,shopping_list
do you prefer peanut butter or cheese for your celery,shopping_list
did i put bread on my shopping list,shopping_list
i need to know the items on my shopping list,shopping_list
can you tell me if i have paper towels on my shopping list,shopping_list
does my shopping list include apples right now,shopping_list
can you look up what my shopping list has on it,shopping_list
do i have carrots on my shopping list,shopping_list
is ice cream currently on my shopping list,shopping_list
tell me what's on my shopping list,shopping_list
name the items on my shopping list,shopping_list
pull up my shopping list for me,shopping_list
what did i write down on my shopping list this time,shopping_list
what stuff did i put on my shopping list,shopping_list
my shopping list contains what again,shopping_list
what does my shopping list entail,shopping_list
what does my shopping list involve,shopping_list
what are my shopping list's content,shopping_list
tell me my shopping list,shopping_list
i need to hear what's on my shopping list,shopping_list
go over my shopping list with me,shopping_list
what do i have on my shopping list,shopping_list
what things are on my shopping list,shopping_list
list out my shopping list for me,shopping_list
can you list my shopping list for me,shopping_list
read me my shopping list please,shopping_list
what are the contents of my shopping list,shopping_list
i'd like to know what is on my shopping list,shopping_list
what is available on the shopping list,shopping_list
show me what's on the shopping list,shopping_list
what can you see on my shopping list,shopping_list
tell me what i put on the shopping list,shopping_list
what are all the things on the shopping list,shopping_list
i'd like to know what's on the shopping list,shopping_list
i need to know the things on my shopping list,shopping_list
tell me what i can find on the shopping list,shopping_list
tell me the things on my shopping list,shopping_list
read off shopping list,shopping_list
tell me whats on my shopping list,shopping_list
what's on my shopping list,shopping_list
check if my shopping list has tomato,shopping_list
does my shopping list have tomato written on it,shopping_list
on the shopping list did i put tomato,shopping_list
do i have tomato on the shopping list,shopping_list
is tomato on my shopping list,shopping_list
list everything on my shopping list,shopping_list
read my entire shopping list to me,shopping_list
display shopping list,shopping_list
can you show me my shopping list,shopping_list
can you read my shopping list to me,shopping_list
what all do i have on my shopping list,shopping_list
read me everything on my shopping list,shopping_list
can you tell me whats on my shopping list,shopping_list
can you tell me what i have on my shopping list,shopping_list
i need to know what i have on my shopping list,shopping_list
i'd like to know what's on my shopping list,shopping_list
read my shopping list to me,shopping_list
my list for shopping has what on it,shopping_list
my shopping list contains what,shopping_list
what do i need to buy at the store,shopping_list
what do i need to get when i go shopping,shopping_list
what do i have on my list for shopping,shopping_list
what products are on my shopping list,shopping_list
what did i put on my shopping list,shopping_list
what does my shopping list consist of,shopping_list
which purchases are on my shopping list,shopping_list
read me my shopping list,shopping_list
tell me what my shopping list consists of,shopping_list
can you remind me what i put on my shopping list,shopping_list
what all is on my shopping list,shopping_list
what did i put on my shopping list so far,shopping_list
give me all contents of my shopping list,shopping_list
i need to know what is on my shopping list,shopping_list
"can you tell me my shopping list items, please",shopping_list
what items are on my shopping list,shopping_list
do i need to get milk,shopping_list
do i need milk at the store,shopping_list
did i remember to put milk in the shopping list,shopping_list
did i put milk on the shopping list,shopping_list
tell me what is on my shopping list,shopping_list
what do i need to go shopping for,shopping_list
what do i need when i go shopping,shopping_list
what does my shopping list say that i should get,shopping_list
what kind of items are on my shopping list,shopping_list
whats on my shopping list at the moment,shopping_list
whats on my list for shopping,shopping_list
is there milk on my shopping list,shopping_list
does my shopping list consist of chips,shopping_list
are tomatoes on my shopping list,shopping_list
is a toothbrush on my shopping list,shopping_list
does my shopping list include corn,shopping_list
do i have a big shopping list,shopping_list
show everything on my to buy list,shopping_list
show shopping list,shopping_list
what's on the shopping list,shopping_list
show me my shopping list,shopping_list
is there any traffic congestion on my way to the closest whole foods,traffic
how bad is traffic to the closet atm machine,traffic
is traffic bad on my way to the next mcdonalds,traffic
what will traffic be like at 5:00 going towards the mall,traffic
is the traffic bad at 5:00 if i'm going to the mall,traffic
"will i be able to get to the mall at 5:00, or will there be a lot of traffic",traffic
"if i'm heading to the mall at 5:00, what will the traffic be like",traffic
i'm going to the mall at 5:00 what will traffic be like,traffic
what is the traffic like on the way to north shore,traffic
what is the traffic like on the way to makaha,traffic
what is the traffic like on the way to kaneohe,traffic
what is the traffic like on the way to kapolei,traffic
what is the traffic like on the way to town,traffic
is there traffic on dove road,traffic
is there traffic up ahead,traffic
should i take a different route to work,traffic
is there traffic on bramble lane,traffic
is there any traffic on my way to work,traffic
what's the traffic like around the stadium,traffic
how clogged are the streets before the stadium,traffic
how much traffic is there before the stadium,traffic
are there alot of cars on the road before the stadium,traffic
is there gridlock on the street up to the stadium,traffic
what's the traffic like on the way to patterson,traffic
what's the traffic like on the way to the mall,traffic
what's the traffic like on the way to the water slides,traffic
what's the traffic like on the way to the amusement park,traffic
what's the traffic like on the way to walmart,traffic
what is the traffic nearest lexington,traffic
give me the traffic at lexington,traffic
what's the traffic at lexington,traffic
tell me the traffic at lexington,traffic
how is the traffic near lexington,traffic
what is the traffic like,traffic
is the traffic bad on the way to work,traffic
how bad is the traffic,traffic
what is the traffic like on the way to work,traffic
let me know the traffic in tempe,traffic
is there traffic on route to work,traffic
is there traffic on my way to work today,traffic
i wanna know what the traffic typically like at 3:30 on the route to phoenix,traffic
i have to know what the traffic typically like at 3:30 on the route to phoenix,traffic
i would like to know the traffic in tempe please,traffic
tell me what the traffic is like on the way to phoenix,traffic
i need to know what the traffic typically like at 3:30 on the route to phoenix,traffic
is there traffic to work,traffic
i must know what the traffic typically like at 3:30 on the route to phoenix,traffic
i gotta know what the traffic is like on the way to phoenix,traffic
tell me the traffic in tempe,traffic
is there traffic on my way to work,traffic
i need ti know the traffic in tempe,traffic
i wanna know what the traffic is like on the way to phoenix,traffic
i need to know what traffic will be like in temp,traffic
what's the traffic typically like at 3:30 on the route to phoenix,traffic
i need to know what the traffic is like on the way to phoenix,traffic
i must know what the traffic is like on the way to phoenix,traffic
is any traffic on my route to work,traffic
give me an idea of traffic on the way to the doctors office at 6,traffic
is traffic bad on the way to chicago,traffic
traffic looking alright going towards burger king,traffic
is traffic heavy on my route to washington,traffic
how will traffic be at 7am on the way to my job,traffic
pull up traffic predictions at 4pm on the way to the library,traffic
how bad is traffic at 8 on the way to burger king,traffic
will traffic be light on the way to orlando,traffic
how's traffic en route to virginia,traffic
what does traffic look like at 9 en route to the aquarium,traffic
is there any traffic on the way to the bank,traffic
is the expressway slow this morning,traffic
will there be traffic on the way to walmart,traffic
how's highway traffic today,traffic
will i hit traffic on route to moms,traffic
how is the traffic on the way to the mall,traffic
how is the traffic on the way to work,traffic
how's traffic on i 95,traffic
tell me how traffic is looking on the interstate,traffic
is traffic bad on the parkway,traffic
how is the traffic on the way to the campsite,traffic
how is the traffic like on my way to fairfield,traffic
how is the traffic like on the way to the beach,traffic
what's the traffic like on my way to the terminal,traffic
how is the traffic on my way to the venue,traffic
how is the traffic at jfk at 5 pm on weekdays,traffic
how bad is city traffic in miami on friday's at 5 pm,traffic
is the beltway backed up in traffic on saturday mornings at 11 am during the cherry festival,traffic
how bad is the traffic waiting for the staten island ferry at 8 am,traffic
"tell me about traffic conditions in ocean city, nj on sunday mornings around 10 am in the summer",traffic
is the traffic typically bad at noon on the route to the hopsital,traffic
how is the traffic typically at noon on the route to hospital,traffic
at around noon what is the traffic typically like on the route to the hopsital,traffic
can you tell me about the traffic typically at noon on the route the hospital,traffic
if im traveling to the hospital around noon what is the traffic typically like,traffic
how is the traffic at the nearest wal-mart pharmacy,traffic
what is the traffic situation at the olive garden restaurant,traffic
what is the traffic like at the closest safeway grocery store,traffic
is the traffic light or heavy at the nearest the century movie theater,traffic
is the traffic backed up at the closest circle k,traffic
what's the traffic like to city hall,traffic
what's traffic usually like around 5pm going to the bank,traffic
has the ice made traffic messy on the way to walmart,traffic
what is the process to get some more checkbooks mailed to me,order_checks
how do i get more checkbooks mailed to me,order_checks
if i need more checkbooks maild to me what should i do,order_checks
can you mail more checkbooks to me please,order_checks
can you explain to me how to get some more checkbooks mailed to me,order_checks
can i get more checks,order_checks
order more checks,order_checks
i don't have any checks left; please order some,order_checks
i need new checks,order_checks
"can you order me more checks, please",order_checks
i need more checkbooks for my chase account,order_checks
i'm in need of checks for bank of america,order_checks
can you order me more checks at wells fargo,order_checks
my key bank checks have run out,order_checks
i don't have anymore checks for chase and need some,order_checks
i would like to request that more checkbooks be mailed to me,order_checks
i would like to order additional checkbooks to me mailed to my home address,order_checks
would it be possible for you to mail me new checkbooks,order_checks
i would like to place an order for more checkbooks to me mailed to me,order_checks
could you please mail me some checkbooks,order_checks
how can i order some more checks for my checking account,order_checks
can you show me how to order some more checks for my chase account,order_checks
please show me how to order more checks for my savings account,order_checks
i'd like to order more checks for my savings account,order_checks
i need to order more checks for my savings account,order_checks
"if i can, i'd like to get some more checkbooks mailed to me",order_checks
can i get some more of those new checkbooks mailed to me,order_checks
can some more checkbooks get mailed to me,order_checks
can i please get some more checkbooks mailed to me,order_checks
"i'd like to get some more checkbooks mailed to me, if i can",order_checks
i don't have checks so can i order some new ones,order_checks
i really wanna get some more checkbooks mailed to me,order_checks
i wanna order some more checks for my checking account,order_checks
i wanna get some new checks cause i ran out of them,order_checks
i would like to get some more checkbooks mailed to me,order_checks
i need to get some more checkbooks mailed to me,order_checks
i'd love to order some more checks for my checking account,order_checks
i feel i would like to get some more checkbooks mailed to me,order_checks
"i don't have checks, so can i get new ones",order_checks
i must order some more checks for my checking account,order_checks
i do need to get some more checkbooks mailed to me,order_checks
i really need to order some more checks for my savings account,order_checks
i want to order some more checks for my savings account,order_checks
"i recently ran out of checks, so i wanna get some new ones",order_checks
"i need to order checks, so can i order some new ones",order_checks
i need more checkbooks delivered to me by mail,order_checks
i need to order more checkbooks by mail,order_checks
how can i order more checkbooks by mail,order_checks
can you show me how to get more checkbooks by mail,order_checks
what is the process for ordering new checks,order_checks
how do i order new checks,order_checks
how do you order new checks,order_checks
how do i order checks once i run out,order_checks
i need to order new checks,order_checks
is it possible to get more checkbooks for my navy fed account,order_checks
is it possible to get more checkbooks for my wells fargo checkings,order_checks
i used the last check so i want you to help me order more,order_checks
can i get new checks to replace the ones we ran out of,order_checks
since we're out of checks i want help purchasing new ones,order_checks
i need to order new checks since i just used the last of them,order_checks
order some new checks to replace the ones i ran out of,order_checks
can i get more checkbooks for my bank of america checkings account,order_checks
does my great western bank account allow me to order more checkbooks,order_checks
i need to order more checkbooks for my capital one account,order_checks
help me get some new checks since i ran out of them,order_checks
i want to order some new checks because i ran out of them,order_checks
"i have no more checks, how can i order more",order_checks
how do i go about getting more checks since i ran out of them,order_checks
how can i order more checks since i do not have any more,order_checks
is is possible to order more checkbooks for account ending in sequence 939392,order_checks
tell my bank i need new checks,order_checks
please order me some new checks,order_checks
how can i order more checks for my regions bank account,order_checks
how do i place an order for more checks for my bank of america account,order_checks
how can i get more checks for my commerce bank checking account,order_checks
order more checks for my first bank checking account,order_checks
i need to order more checks for my usbank account,order_checks
"i'm out of checks, please order new ones",order_checks
"order new checks, please",order_checks
will you order more checkbooks for my silvergate account,order_checks
would you please order me more checkbooks for my b of t account,order_checks
order more checkbooks for my community account,order_checks
i need more checkbooks for my fifth third account,order_checks
can you get me more checkbooks for my southern account,order_checks
will it be possible to order for more checkbooks for my chase bank account,order_checks
can i order for more checkbooks for my chase bank account,order_checks
will i be able to order for more checkbooks for my chase bank account,order_checks
is it possible to make an order for more checkbooks for my chase bank account,order_checks
is it possible to order more checkbooks for my chase bank account,order_checks
"ai, research usbank options to order more checks",order_checks
"ai, where do i go to order checks for my usbank account",order_checks
"ai,please order some checks for my usbank account",order_checks
"ai, show me online options to order more checks for my usbank account",order_checks
"ai, call my usbank to order more checks",order_checks
i need to place an order of checks for my bank of america checking account,order_checks
please submit an order for new checks on my pnc money market account,order_checks
i would like a reorder of checkbooks for my home equity line of credit with chase,order_checks
can you order new checks for my citizens checking,order_checks
make an order for new checbooks on my td checking please,order_checks
how do i order checks for my savings account,order_checks
